Iteration,A* Time (seconds),A* Memory (MB),Bidirectional Time (seconds),Bidirectional Memory (MB)
4577,0.010339736938476562,0.002696,0.0037369728088378906,0.002248
4578,0.007091045379638672,0.002648,0.003749847412109375,0.002104
4579,0.00987100601196289,0.002496,0.0038161277770996094,0.009758
4580,0.01311182975769043,0.002432,0.0038208961486816406,0.002216
4581,0.00925135612487793,0.00256,0.003784656524658203,0.002072
4582,0.0077168941497802734,0.002432,0.0037717819213867188,0.002032
4583,0.00837397575378418,0.002496,0.0047168731689453125,0.002497
4584,0.0034503936767578125,0.000192,0.0057904720306396484,0.000192
4585,0.0002086162567138672,3.2e-05,0.00019049644470214844,3.2e-05
4586,0.004624605178833008,0.000128,0.002988576889038086,0.000128
4587,0.003551483154296875,0.000128,0.002041339874267578,0.00016
4588,0.0005366802215576172,3.2e-05,0.0005679130554199219,3.2e-05
4589,0.0011620521545410156,3.2e-05,0.000492095947265625,6.4e-05
4590,0.0030760765075683594,0.000128,0.002287149429321289,0.000128
4591,0.005472421646118164,0.000128,0.002218008041381836,0.00016
4592,0.02168560028076172,0.002847,0.008841991424560547,0.002216
4593,0.021338939666748047,0.002512,0.004072904586791992,0.002216
4594,0.0072596073150634766,0.002472,0.0038068294525146484,0.0022
4595,0.007873773574829102,0.00256,0.0039675235748291016,0.007455
4596,0.017319679260253906,0.00372,0.00047087669372558594,0.0
4597,0.012851238250732422,0.00372,0.0004324913024902344,0.0
4598,0.0028104782104492188,0.000192,0.0022509098052978516,0.000224
4599,0.0026578903198242188,0.000192,0.0021157264709472656,0.000224
4600,0.012725830078125,0.004221,0.0004410743713378906,0.0
4601,0.0013642311096191406,0.000626,0.001115560531616211,0.000128
4602,0.012946128845214844,0.00372,0.00014925003051757812,0.0
4603,0.011542081832885742,0.00256,0.004879951477050781,0.002216
4604,0.009818315505981445,0.0026,0.003835916519165039,0.002248
4605,0.008116006851196289,0.002713,0.003198385238647461,0.00128
4606,0.00726771354675293,0.002536,0.003785848617553711,0.00228
4607,0.0015316009521484375,0.000128,0.001285552978515625,0.000128
4608,0.0016176700592041016,0.000128,0.0012760162353515625,0.000128
4609,0.0019462108612060547,0.000128,0.0012459754943847656,0.000128
4610,0.0021343231201171875,0.000128,0.0012547969818115234,0.00016
4611,0.0018725395202636719,0.000128,0.0015654563903808594,0.000128
4612,0.0018310546875,0.000128,0.001268148422241211,0.000128
4613,0.002156496047973633,0.000128,0.0012903213500976562,0.00016
4614,0.010432004928588867,0.003654,0.008934259414672852,0.002216
4615,8.392333984375e-05,3.2e-05,6.0558319091796875e-05,3.2e-05
4616,0.0010085105895996094,0.000128,0.0012171268463134766,0.000128
4617,0.0009808540344238281,0.000128,0.0009744167327880859,0.000128
4618,0.0010285377502441406,0.000128,0.0009579658508300781,9.6e-05
4619,0.0016543865203857422,0.000128,0.0009436607360839844,0.00016
4620,0.0011379718780517578,0.000128,0.0011267662048339844,0.000128
4621,0.0007565021514892578,0.000128,0.0005698204040527344,9.6e-05
4622,0.0006079673767089844,0.000128,0.0005643367767333984,0.000128
4623,0.0008704662322998047,0.000128,0.0005617141723632812,0.000128
4624,0.0005338191986083984,6.4e-05,0.0005235671997070312,0.000128
4625,0.0006225109100341797,6.4e-05,0.00027251243591308594,9.6e-05
4626,0.013498544692993164,0.003544,9.322166442871094e-05,0.0
4627,0.004185676574707031,0.000192,0.002231597900390625,0.000192
4628,0.004284381866455078,0.000256,0.003945827484130859,0.001681
4629,0.004403352737426758,0.000512,0.0031023025512695312,0.00112
4630,0.008247852325439453,0.00236,0.003226041793823242,0.001184
4631,0.003182649612426758,0.000192,0.0022733211517333984,0.00016
4632,0.005053043365478516,0.001808,0.002682209014892578,0.000896
4633,0.0051538944244384766,0.002136,0.002665996551513672,0.000832
4634,0.003246307373046875,0.000192,0.0022230148315429688,0.00016
4635,0.004544734954833984,0.000913,0.0022881031036376953,0.000192
4636,0.002655029296875,0.000128,0.0019941329956054688,0.00016
4637,0.005555391311645508,0.002184,0.0030045509338378906,0.001152
4638,0.002471923828125,0.000128,0.0015001296997070312,0.000128
4639,0.01224970817565918,0.00236,0.0043718814849853516,0.001936
4640,0.014041900634765625,0.003983,0.0004916191101074219,0.0
4641,0.00785374641418457,0.001088,0.007601022720336914,0.001304
4642,0.030310392379760742,0.003544,0.00011372566223144531,0.0
4643,0.00017571449279785156,3.2e-05,0.0001857280731201172,3.2e-05
4644,0.0011782646179199219,6.4e-05,0.0007567405700683594,0.000128
4645,0.0012154579162597656,0.000128,0.0010898113250732422,0.000128
4646,0.0017633438110351562,0.000128,0.0012784004211425781,0.000128
4647,0.01151132583618164,0.003475,0.0038323402404785156,0.002216
4648,0.008419990539550781,0.00204,0.003766298294067383,0.001904
4649,0.009251117706298828,0.002208,0.003901958465576172,0.00212
4650,0.0076122283935546875,0.002272,0.003843545913696289,0.005649
4651,0.008098840713500977,0.002208,0.0038042068481445312,0.001848
4652,0.0022728443145751953,0.000128,0.0027074813842773438,0.000128
4653,0.004740476608276367,0.000192,0.0031859874725341797,0.000192
4654,0.0028793811798095703,0.000192,0.002183198928833008,0.00016
4655,0.013369321823120117,0.004024,0.003779172897338867,0.002216
4656,0.013355731964111328,0.003946,0.0038661956787109375,0.002216
4657,0.004704952239990234,0.001216,0.003025054931640625,0.001184
4658,0.005499124526977539,0.002336,0.0030405521392822266,0.001152
4659,0.006065845489501953,0.002272,0.002973794937133789,0.001152
4660,0.0064241886138916016,0.002424,0.003025054931640625,0.00178
4661,0.0038645267486572266,0.00069,0.003049612045288086,0.001152
4662,0.00022268295288085938,3.2e-05,0.00022912025451660156,6.4e-05
4663,1.1920928955078125e-05,3.2e-05,1.2636184692382812e-05,3.2e-05
4664,0.00012874603271484375,3.2e-05,9.846687316894531e-05,3.2e-05
4665,0.001569509506225586,0.000128,0.0011818408966064453,0.00016
4666,0.0017919540405273438,0.000128,0.002628326416015625,0.000128
4667,0.0012402534484863281,3.2e-05,0.0005557537078857422,9.6e-05
4668,0.02683854103088379,0.00376,0.0038275718688964844,0.002216
4669,0.011007308959960938,0.009424,0.003971099853515625,0.002497
4670,7.581710815429688e-05,3.2e-05,7.700920104980469e-05,3.2e-05
4671,0.0004508495330810547,3.2e-05,0.00025010108947753906,6.4e-05
4672,0.006547451019287109,0.002296,0.009461402893066406,0.00208
4673,0.03209066390991211,0.007347,0.0007722377777099609,0.0
4674,0.02905416488647461,0.003544,0.0003104209899902344,0.0
4675,0.012873649597167969,0.003544,0.0002963542938232422,0.0
4676,0.0006856918334960938,6.4e-05,0.0002715587615966797,9.6e-05
4677,0.00037169456481933594,6.4e-05,0.000270843505859375,9.6e-05
4678,0.0007052421569824219,6.4e-05,0.0005319118499755859,9.6e-05
4679,0.012894868850708008,0.004093,0.00046443939208984375,0.0
4680,0.014074325561523438,0.003544,0.000453948974609375,0.0
4681,0.0008184909820556641,6.4e-05,0.0007662773132324219,6.4e-05
4682,0.0010726451873779297,6.4e-05,0.0007715225219726562,0.000128
4683,0.002306222915649414,0.000128,0.001444101333618164,0.000128
4684,0.003831624984741211,0.000192,0.002273082733154297,0.000192
4685,0.003543376922607422,0.000192,0.0021817684173583984,0.000192
4686,0.0030794143676757812,0.000192,0.00238037109375,0.00016
4687,0.008258819580078125,0.002168,0.0039043426513671875,0.002365
4688,0.008410453796386719,0.002272,0.00400853157043457,0.001848
4689,0.011156320571899414,0.002384,0.003874540328979492,0.001936
4690,0.007754802703857422,0.00236,0.0038442611694335938,0.001848
4691,0.011332273483276367,0.00466,0.0038340091705322266,0.00285
4692,0.010251998901367188,0.002232,0.003833770751953125,0.002216
4693,0.009445428848266602,0.002168,0.0038933753967285156,0.002216
4694,0.01097869873046875,0.003896,0.0038564205169677734,0.002216
4695,0.0006208419799804688,6.4e-05,0.0002467632293701172,9.6e-05
4696,0.001031637191772461,6.4e-05,0.0013508796691894531,9.6e-05
4697,9.72747802734375e-05,3.2e-05,5.364418029785156e-05,3.2e-05
4698,0.0018553733825683594,0.000256,0.0017242431640625,0.00016
4699,0.0014171600341796875,0.000128,0.0010776519775390625,9.6e-05
4700,0.0012767314910888672,0.000128,0.0007874965667724609,0.000128
4701,0.0011839866638183594,0.000128,0.0010912418365478516,0.000128
4702,0.010348320007324219,0.002368,0.003811359405517578,0.002216
4703,0.007275819778442383,0.002384,0.0037741661071777344,0.002008
4704,0.010167837142944336,0.002232,0.0037958621978759766,0.002484
4705,0.011647701263427734,0.002232,0.0037641525268554688,0.001992
4706,0.007558345794677734,0.002232,0.0050487518310546875,0.001784
4707,0.013183355331420898,0.002104,0.010200977325439453,0.002139
4708,0.019091129302978516,0.002232,0.003818511962890625,0.001992
4709,0.0033898353576660156,0.000192,0.002227306365966797,0.00016
4710,0.0003218650817871094,6.4e-05,0.000232696533203125,9.6e-05
4711,0.001957416534423828,0.000128,0.0010409355163574219,0.000128
4712,0.0015482902526855469,0.000128,0.000782012939453125,9.6e-05
4713,0.00034117698669433594,3.2e-05,0.0002484321594238281,6.4e-05
4714,0.0008993148803710938,6.4e-05,0.00024437904357910156,9.6e-05
4715,0.0013456344604492188,6.4e-05,0.0008397102355957031,0.000128
4716,0.0022296905517578125,0.000128,0.0008504390716552734,0.000128
4717,0.008930206298828125,0.00302,0.0038022994995117188,0.00269
4718,0.009241580963134766,0.002336,0.003790140151977539,0.002056
4719,0.007252693176269531,0.002296,0.0037217140197753906,0.001912
4720,0.007987499237060547,0.002296,0.0038483142852783203,0.001912
4721,0.012986183166503906,0.004045,0.0004811286926269531,0.0
4722,0.01326131820678711,0.003544,0.0012447834014892578,0.0
4723,0.002969980239868164,0.000192,0.0049588680267333984,0.00016
4724,0.002761363983154297,0.000128,0.002110719680786133,0.00016
4725,0.012955665588378906,0.003544,0.0004687309265136719,0.0
4726,0.0013990402221679688,0.000128,0.0010988712310791016,9.6e-05
4727,0.013613224029541016,0.003568,8.654594421386719e-05,0.0
4728,0.009657621383666992,0.002296,0.0037665367126464844,0.002056
4729,0.009815454483032227,0.002424,0.0037963390350341797,0.002216
4730,0.006940126419067383,0.00232,0.0031163692474365234,0.006771
4731,0.0074310302734375,0.002489,0.0038785934448242188,0.002216
4732,0.0015289783477783203,0.000128,0.0012476444244384766,0.000128
4733,0.0016560554504394531,0.000128,0.0012238025665283203,9.6e-05
4734,0.001995086669921875,0.000128,0.002938985824584961,0.00016
4735,0.005013942718505859,0.000128,0.002764463424682617,0.000128
4736,0.0026319026947021484,0.000128,0.0012557506561279297,0.00016
4737,0.0018994808197021484,0.000128,0.0012562274932861328,9.6e-05
4738,0.002116680145263672,0.000128,0.0012450218200683594,0.000128
4739,0.010567665100097656,0.00296,0.004517078399658203,0.002657
4740,0.00027179718017578125,6.4e-05,0.0002269744873046875,9.6e-05
4741,0.0008873939514160156,6.4e-05,0.0007708072662353516,6.4e-05
4742,0.0008234977722167969,6.4e-05,0.0006473064422607422,6.4e-05
4743,0.0009794235229492188,6.4e-05,0.0007097721099853516,0.000128
4744,0.001436471939086914,0.000128,0.000896453857421875,0.000128
4745,0.0011382102966308594,6.4e-05,0.0007658004760742188,0.000128
4746,0.0005755424499511719,6.4e-05,0.00033402442932128906,6.4e-05
4747,0.00044989585876464844,6.4e-05,0.00030732154846191406,9.6e-05
4748,0.0004994869232177734,6.4e-05,0.0003523826599121094,9.6e-05
4749,0.00041866302490234375,6.4e-05,0.00030112266540527344,9.6e-05
4750,0.0009641647338867188,6.4e-05,0.0002796649932861328,9.6e-05
4751,0.012946367263793945,0.003632,9.441375732421875e-05,0.0
4752,0.0041370391845703125,0.000192,0.005646467208862305,0.000224
4753,0.01065969467163086,0.007833,0.007177114486694336,0.001248
4754,0.00993037223815918,0.00064,0.007130861282348633,0.001184
4755,0.014785051345825195,0.0026,0.0030364990234375,0.001184
4756,0.003110170364379883,0.000192,0.002229452133178711,0.000192
4757,0.0050296783447265625,0.002048,0.002688884735107422,0.001494
4758,0.004980802536010742,0.00301,0.0027670860290527344,0.000864
4759,0.0032567977905273438,0.000192,0.002299785614013672,0.000192
4760,0.0035521984100341797,0.000192,0.002244710922241211,0.000192
4761,0.002590656280517578,0.000192,0.0019397735595703125,0.00016
4762,0.005350828170776367,0.002424,0.0030548572540283203,0.001152
4763,0.002459287643432617,0.000192,0.0016579627990722656,0.00016
4764,0.007122516632080078,0.002472,0.00380706787109375,0.002
4765,0.01435542106628418,0.003858,0.0004520416259765625,0.0
4766,0.004630565643310547,0.001216,0.007243633270263672,0.0014
4767,0.021535634994506836,0.003632,0.00010609626770019531,0.0
4768,0.0004012584686279297,6.4e-05,0.00025177001953125,6.4e-05
4769,0.0011000633239746094,0.000128,0.0008974075317382812,0.000128
4770,0.001186370849609375,0.000128,0.0011057853698730469,0.00016
4771,0.0017883777618408203,0.000128,0.001294851303100586,0.000192
4772,0.011801004409790039,0.003641,0.0038084983825683594,0.002248
4773,0.008331537246704102,0.00228,0.003831624984741211,0.002032
4774,0.009226083755493164,0.002296,0.0038454532623291016,0.002216
4775,0.007489442825317383,0.002424,0.003790140151977539,0.004594
4776,0.007496356964111328,0.002424,0.003787994384765625,0.002289
4777,0.004917144775390625,0.000128,0.0033469200134277344,0.00016
4778,0.009369134902954102,0.000192,0.005126237869262695,0.000192
4779,0.005936622619628906,0.000192,0.0022170543670654297,0.00016
4780,0.01318502426147461,0.004112,0.004345417022705078,0.00663
4781,0.014703035354614258,0.004067,0.009150981903076172,0.002216
4782,0.010404586791992188,0.001368,0.006927967071533203,0.001152
4783,0.011654376983642578,0.002948,0.007172346115112305,0.001152
4784,0.013132095336914062,0.002512,0.003045797348022461,0.001184
4785,0.006365060806274414,0.002576,0.0029785633087158203,0.001184
4786,0.0037262439727783203,0.000192,0.0030426979064941406,0.001184
4787,6.437301635742188e-05,3.2e-05,5.841255187988281e-05,3.2e-05
4788,0.00016999244689941406,3.2e-05,0.00013113021850585938,3.2e-05
4789,1.1444091796875e-05,3.2e-05,1.1444091796875e-05,3.2e-05
4790,0.0014667510986328125,0.000128,0.0011506080627441406,0.000128
4791,0.0017337799072265625,0.000128,0.0011267662048339844,0.000192
4792,0.0003409385681152344,3.2e-05,0.00022292137145996094,6.4e-05
4793,0.011594057083129883,0.004608,0.0037546157836914062,0.00285
4794,0.010769367218017578,0.003776,0.0038576126098632812,0.002216
4795,0.0001442432403564453,3.2e-05,6.198883056640625e-05,3.2e-05
4796,0.0004291534423828125,6.4e-05,0.0005548000335693359,9.6e-05
4797,0.006150484085083008,0.002472,0.0036957263946533203,0.002144
4798,0.012868881225585938,0.003632,0.00030303001403808594,0.0
4799,0.01281881332397461,0.004375,0.0003299713134765625,0.0
4800,0.013535261154174805,0.003632,0.0006780624389648438,0.0
4801,0.0016353130340576172,6.4e-05,0.0011739730834960938,0.000128
4802,0.0009591579437255859,6.4e-05,0.001093149185180664,9.6e-05
4803,0.001569986343383789,6.4e-05,0.0018031597137451172,0.000128
4804,0.014307975769042969,0.007729,0.00046253204345703125,0.0
4805,0.013612031936645508,0.003632,0.00044226646423339844,0.0
4806,0.0009207725524902344,0.000128,0.0009500980377197266,0.000128
4807,0.0010669231414794922,0.000128,0.0009062290191650391,0.000128
4808,0.0022733211517333984,0.000128,0.0015714168548583984,0.00016
4809,0.0038607120513916016,0.000192,0.0022335052490234375,0.000192
4810,0.0034720897674560547,0.000192,0.002199888229370117,0.000192
4811,0.0029566287994384766,0.000192,0.0021924972534179688,0.000192
4812,0.008118867874145508,0.002408,0.0038394927978515625,0.002377
4813,0.008404254913330078,0.002512,0.0067174434661865234,0.002008
4814,0.01326441764831543,0.00256,0.007231712341308594,0.002
4815,0.00817418098449707,0.002448,0.003953218460083008,0.005532
4816,0.019820213317871094,0.003944,0.0037720203399658203,0.002248
4817,0.010075092315673828,0.002408,0.0037992000579833984,0.002248
4818,0.00944972038269043,0.002344,0.0037534236907958984,0.005973
4819,0.011869192123413086,0.003984,0.003856658935546875,0.002248
4820,0.0007557868957519531,3.2e-05,0.0005118846893310547,3.2e-05
4821,0.0020017623901367188,6.4e-05,0.0008437633514404297,9.6e-05
4822,0.0007581710815429688,3.2e-05,0.0004837512969970703,3.2e-05
4823,0.0025892257690429688,0.000128,0.0025017261505126953,0.000128
4824,0.003123760223388672,0.000128,0.0010972023010253906,0.00016
4825,0.0012519359588623047,0.000128,0.0009274482727050781,9.6e-05
4826,0.0011310577392578125,0.000128,0.0010879039764404297,0.000128
4827,0.010282754898071289,0.002544,0.003793478012084961,0.002248
4828,0.007901668548583984,0.002842,0.008388042449951172,0.00204
4829,0.010169506072998047,0.002408,0.0037381649017333984,0.002216
4830,0.008511781692504883,0.002408,0.0037643909454345703,0.00212
4831,0.007504940032958984,0.002472,0.0053060054779052734,0.002289
4832,0.009042501449584961,0.002344,0.00837087631225586,0.001968
4833,0.008595466613769531,0.002408,0.008086681365966797,0.00212
4834,0.0033767223358154297,0.000192,0.003385782241821289,0.00069
4835,0.00023102760314941406,3.2e-05,0.00013184547424316406,6.4e-05
4836,0.001965761184692383,0.000128,0.001262664794921875,0.00016
4837,0.001539468765258789,0.000128,0.0009336471557617188,0.00016
4838,0.00022864341735839844,3.2e-05,6.103515625e-05,3.2e-05
4839,0.0005052089691162109,3.2e-05,0.00012493133544921875,3.2e-05
4840,0.001367807388305664,0.000128,0.0008866786956787109,0.000128
4841,0.002206563949584961,0.000128,0.0008778572082519531,9.6e-05
4842,0.009024858474731445,0.00232,0.0038862228393554688,0.002216
4843,0.009027719497680664,0.002424,0.0037224292755126953,0.002216
4844,0.007234096527099609,0.002448,0.00488734245300293,0.002537
4845,0.017658233642578125,0.002472,0.003907442092895508,0.002072
4846,0.012822151184082031,0.003632,0.0004374980926513672,0.0
4847,0.01301717758178711,0.003632,0.0004413127899169922,0.000685
4848,0.002928018569946289,0.00069,0.0025675296783447266,0.000224
4849,0.0031266212463378906,0.000192,0.0021195411682128906,0.00016
4850,0.0137176513671875,0.003632,0.0004355907440185547,0.0
4851,0.0013453960418701172,0.000128,0.0010759830474853516,0.00016
4852,0.015424013137817383,0.004117,0.00019741058349609375,0.0
4853,0.02244114875793457,0.002472,0.006173849105834961,0.002216
4854,0.010420560836791992,0.002512,0.003766298294067383,0.002216
4855,0.0069811344146728516,0.00327,0.003173828125,0.001914
4856,0.01626443862915039,0.002448,0.003753662109375,0.002216
4857,0.0015196800231933594,0.000128,0.0012824535369873047,0.00016
4858,0.0015921592712402344,0.000128,0.0012552738189697266,0.00016
4859,0.002038240432739258,0.000128,0.0012400150299072266,0.000128
4860,0.0021245479583740234,0.000128,0.0012784004211425781,0.000192
4861,0.0019412040710449219,0.000128,0.0012912750244140625,0.000128
4862,0.001871347427368164,0.000128,0.0013282299041748047,0.00016
4863,0.0020902156829833984,0.000128,0.0013146400451660156,0.000192
4864,0.010562896728515625,0.003886,0.003851652145385742,0.00285
4865,0.0001289844512939453,3.2e-05,0.000102996826171875,3.2e-05
4866,0.0009882450103759766,0.000128,0.0008709430694580078,0.000128
4867,0.0009424686431884766,0.000128,0.0008590221405029297,0.000128
4868,0.0009996891021728516,0.000128,0.0008456707000732422,0.000128
4869,0.0014531612396240234,0.000128,0.001260995864868164,9.6e-05
4870,0.001087188720703125,0.000128,0.0011343955993652344,0.000128
4871,0.0007407665252685547,0.000128,0.0005478858947753906,0.000128
4872,0.0005714893341064453,6.4e-05,0.0005526542663574219,0.000128
4873,0.0007314682006835938,6.4e-05,0.0005543231964111328,0.000128
4874,0.0005769729614257812,6.4e-05,0.0005540847778320312,9.6e-05
4875,0.0006101131439208984,3.2e-05,0.0002815723419189453,6.4e-05
4876,0.013036727905273438,0.002712,9.512901306152344e-05,0.0
4877,0.004087209701538086,0.000128,0.0016574859619140625,9.6e-05
4878,0.004174709320068359,0.00032,0.0019872188568115234,9.6e-05
4879,0.004405975341796875,0.007216,0.002017498016357422,0.00123
4880,0.006875753402709961,0.001392,0.002045154571533203,0.000128
4881,0.0027306079864501953,6.4e-05,0.003237009048461914,6.4e-05
4882,0.010991334915161133,0.00096,0.002006053924560547,0.000128
4883,0.010612010955810547,0.001152,0.0019044876098632812,0.000128
4884,0.003030061721801758,0.000128,0.0018048286437988281,0.000128
4885,0.0074062347412109375,0.004672,0.001744985580444336,0.000681
4886,0.0014960765838623047,6.4e-05,0.0005929470062255859,9.6e-05
4887,0.0058345794677734375,0.001304,0.004415273666381836,9.6e-05
4888,0.0025582313537597656,3.2e-05,0.0012638568878173828,6.4e-05
4889,0.01627969741821289,0.001416,0.0027594566345214844,0.000736
4890,0.013122081756591797,0.002712,0.00044798851013183594,0.0
4891,0.004527568817138672,0.000965,0.002048015594482422,0.000594
4892,0.013060331344604492,0.002712,9.775161743164062e-05,0.0
4893,0.0015690326690673828,0.000128,0.0009610652923583984,0.000128
4894,0.0002484321594238281,6.4e-05,0.00018596649169921875,9.6e-05
4895,0.00010013580322265625,3.2e-05,9.894371032714844e-05,3.2e-05
4896,0.00027441978454589844,3.2e-05,5.7220458984375e-05,3.2e-05
4897,0.01055288314819336,0.002456,0.002762317657470703,0.00064
4898,0.00840616226196289,0.001224,0.0027730464935302734,0.000576
4899,0.009414434432983398,0.002133,0.004993915557861328,0.00117
4900,0.01708364486694336,0.001352,0.006852626800537109,0.00064
4901,0.01780843734741211,0.001288,0.0063686370849609375,0.001174
4902,0.0013260841369628906,0.00053,0.0006017684936523438,3.2e-05
4903,0.009789705276489258,0.000128,0.0036308765411376953,9.6e-05
4904,0.0042877197265625,6.4e-05,0.0016605854034423828,9.6e-05
4905,0.02767014503479004,0.003256,0.005966901779174805,0.001174
4906,0.02781820297241211,0.00304,0.0029790401458740234,0.000608
4907,0.00554347038269043,0.000576,0.0019729137420654297,0.000128
4908,0.005189180374145508,0.001456,0.0019345283508300781,0.000128
4909,0.00585174560546875,0.001392,0.0019330978393554688,9.6e-05
4910,0.006427764892578125,0.00191,0.00199127197265625,0.000626
4911,0.0037279129028320312,6.4e-05,0.0019028186798095703,9.6e-05
4912,0.003414154052734375,0.000128,0.001420736312866211,0.000128
4913,0.0031490325927734375,0.000128,0.0011775493621826172,0.00016
4914,0.0029790401458740234,0.000128,0.0011577606201171875,0.000128
4915,1.621246337890625e-05,3.2e-05,1.239776611328125e-05,3.2e-05
4916,0.00022029876708984375,3.2e-05,6.0558319091796875e-05,3.2e-05
4917,0.002405881881713867,0.000128,0.0011179447174072266,9.6e-05
4918,0.011669397354125977,0.002928,0.0027632713317871094,0.000608
4919,0.010855913162231445,0.008795,0.0027799606323242188,0.000736
4920,0.002543210983276367,0.000626,0.0012521743774414062,0.000128
4921,0.0012812614440917969,0.000128,0.0008471012115478516,0.000128
4922,0.006268501281738281,0.001328,0.002354860305786133,0.000256
4923,0.013159036636352539,0.002712,0.00032138824462890625,0.0
4924,0.01293039321899414,0.002712,0.0003635883331298828,0.0
4925,0.02255105972290039,0.003151,0.0008463859558105469,0.0
4926,0.0040056705474853516,0.000128,0.0017523765563964844,0.000128
4927,0.002668619155883789,6.4e-05,0.0018177032470703125,0.000128
4928,0.0014567375183105469,6.4e-05,0.0010712146759033203,6.4e-05
4929,0.0310513973236084,0.002712,0.00046181678771972656,0.0
4930,0.012891292572021484,0.006652,0.0004930496215820312,0.0
4931,0.00043320655822753906,6.4e-05,0.00030040740966796875,0.000562
4932,0.0006451606750488281,6.4e-05,0.0002968311309814453,6.4e-05
4933,0.0007011890411376953,3.2e-05,0.0003075599670410156,3.2e-05
4934,0.0037963390350341797,0.000128,0.0017390251159667969,9.6e-05
4935,0.003276348114013672,0.000128,0.001522064208984375,0.000128
4936,0.002569913864135742,6.4e-05,0.001201629638671875,6.4e-05
4937,0.008169174194335938,0.001288,0.0027289390563964844,0.000704
4938,0.007737636566162109,0.00152,0.0027565956115722656,0.000768
4939,0.007462739944458008,0.001544,0.002797842025756836,0.010301
4940,0.007784366607666016,0.001633,0.0027971267700195312,0.0008
4941,0.011217355728149414,0.00304,0.0027413368225097656,0.00064
4942,0.010083198547363281,0.001352,0.002768278121948242,0.000608
4943,0.009420394897460938,0.001352,0.002717256546020508,0.000608
4944,0.013121366500854492,0.003304,0.004705667495727539,0.000608
4945,0.0026395320892333984,0.000128,0.0011341571807861328,0.00016
4946,0.007598876953125,0.000128,0.0011332035064697266,0.00016
4947,0.002177000045776367,0.000128,0.0011701583862304688,9.6e-05
4948,0.00033354759216308594,3.2e-05,9.608268737792969e-05,3.2e-05
4949,5.7220458984375e-05,3.2e-05,5.626678466796875e-05,3.2e-05
4950,0.0009975433349609375,6.4e-05,0.0005128383636474609,0.000128
4951,0.00014019012451171875,3.2e-05,0.0001392364501953125,6.4e-05
4952,0.0106201171875,0.00222,0.004960298538208008,0.00117
4953,0.01596808433532715,0.001544,0.0059130191802978516,0.001152
4954,0.010080814361572266,0.001352,0.002736806869506836,0.000608
4955,0.018294334411621094,0.00198,0.0027790069580078125,0.001138
4956,0.018939971923828125,0.001352,0.006762027740478516,0.00064
4957,0.019060134887695312,0.001288,0.006045341491699219,0.001148
4958,0.019410371780395508,0.001224,0.0027675628662109375,0.000576
4959,0.00315093994140625,6.4e-05,0.0015058517456054688,0.000128
4960,0.0034551620483398438,0.000128,0.001100301742553711,0.00016
4961,0.0009429454803466797,6.4e-05,0.0004773139953613281,6.4e-05
4962,0.0012590885162353516,6.4e-05,0.0006053447723388672,0.000128
4963,0.0028409957885742188,0.000128,0.0011234283447265625,0.00016
4964,0.004204988479614258,0.000384,0.0011208057403564453,0.000128
4965,0.0017321109771728516,0.000128,0.0006666183471679688,0.000128
4966,0.002641439437866211,0.000128,0.0006561279296875,0.000128
4967,0.01043844223022461,0.001426,0.0064890384674072266,0.000576
4968,0.020125389099121094,0.001352,0.005755901336669922,0.000576
4969,0.007519721984863281,0.001352,0.0066449642181396484,0.001361
4970,0.010326623916625977,0.001416,0.006384611129760742,0.000928
4971,0.02975749969482422,0.003373,0.0010089874267578125,0.0
4972,0.027833938598632812,0.002712,0.0004639625549316406,0.0
4973,0.0021789073944091797,6.4e-05,0.0009567737579345703,9.6e-05
4974,0.001844644546508789,6.4e-05,0.0005540847778320312,9.6e-05
4975,0.01293325424194336,0.002712,0.0004601478576660156,0.0
4976,0.00019216537475585938,3.2e-05,0.0001361370086669922,6.4e-05
4977,0.012884855270385742,0.003213,0.00011157989501953125,0.0
4978,0.01033329963684082,0.001288,0.002778291702270508,0.000576
4979,0.009767532348632812,0.001544,0.004654645919799805,0.000608
4980,0.009366273880004883,0.001416,0.002027273178100586,0.000128
4981,0.007370471954345703,0.00682,0.0028960704803466797,0.002087
4982,0.0008871555328369141,6.4e-05,0.0005757808685302734,0.000594
4983,0.0009179115295410156,6.4e-05,0.0005583763122558594,9.6e-05
4984,0.0014431476593017578,6.4e-05,0.0008571147918701172,6.4e-05
4985,0.0018842220306396484,6.4e-05,0.0009472370147705078,0.000128
4986,0.0011684894561767578,6.4e-05,0.0003063678741455078,6.4e-05
4987,0.0004665851593017578,6.4e-05,0.0002961158752441406,6.4e-05
4988,0.0008466243743896484,6.4e-05,0.0004036426544189453,0.000128
4989,0.010518312454223633,0.00204,0.0027244091033935547,0.000608
4990,0.0033605098724365234,0.000128,0.0011301040649414062,0.00016
4991,0.0008692741394042969,6.4e-05,0.0005006790161132812,0.000128
4992,0.001386880874633789,0.000128,0.0007274150848388672,0.000128
4993,0.0013599395751953125,0.000128,0.0006601810455322266,0.000128
4994,0.0005958080291748047,6.4e-05,0.00044226646423339844,6.4e-05
4995,0.0008809566497802734,6.4e-05,0.0004935264587402344,6.4e-05
4996,0.001981973648071289,0.000128,0.0009903907775878906,0.00016
4997,0.0017180442810058594,0.000758,0.0009067058563232422,9.6e-05
4998,0.002412557601928711,0.000128,0.0010232925415039062,9.6e-05
4999,0.0015454292297363281,0.000128,0.0008809566497802734,0.000128
